"V1","V2","V3","V4","V5","V6"
0.904935972358845,-0.871877355785393,1.2245366899894,0.0418233170644275,0.312440047870314,-23.7086130106116
-1.22798789669877,0.420851289259808,2.53995763505137,1.16348354160321,1.26661467913237,-22.8007679818111
3.03785984141646,-1.96868139979292,3.67296032407997,2.0264636835837,1.94609429471614,-22.1662606272374
-2.73278817459274,-1.8937565505411,4.98838126914193,2.83150347487833,2.5181467851602,-21.6432137065791
1.91256211467365,2.90577469653512,-0.808194083016223,3.69448361685882,3.042662147743,-21.1758285614149
-0.10269016995596,-2.2903388285319,1.52711843637292,4.8161438413976,3.55331430801007,-20.7357198106701
4.54266011931043,2.50919241854433,2.76888155120506,-2.14464971469124,4.07782967059286,-20.3038965554684
-3.94637915305256,1.22492163961925,3.90799720840788,0.235119157320191,4.64988216103692,-19.8637878047236
1.40239603600738,-4.33514049475408,5.33013440718322,1.29558417532586,5.32936177662069,-19.3964026595594
-0.64071075332635,-1.37123728481251,-0.0353765425383643,2.14223061091629,6.28353640788275,-18.8733557389011
3.71033971723948,3.17580444622265,1.80318574919879,2.94836021674795,-2.06191618747759,-18.2388483843274
-1.90046777252179,-3.95521521948124,2.99431215762332,3.83115849961252,0.421789910715002,-17.3310033555269
2.45058269804404,0.953371827189615,4.15226528738073,5.02915339048375,1.3356333411865,-26.1480953531202
0.407475908710309,2.51218196897951,5.73380931928986,-1.46466057100672,2.00129710046371,-23.6194849352663
5.75625109777025,0.965242870720228,0.479108639841481,0.413270978486163,2.56718945955462,-22.7456598439291
-4.98553939887237,-1.99608407207543,2.06065267175061,1.42384069006155,3.08923530434463,-22.1230736905417
1.15289779342467,4.39201663618728,3.21860580150802,2.25723348812848,3.59999850427925,-21.6057432594645
-0.926440726626909,-4.56828820714403,4.40973220993255,3.06665388088256,4.12725041698996,-21.1412814845651
3.36019716250553,0.893912849536384,6.2482945016697,3.97328693016251,4.70592153704388,-20.702421928999
-2.28893337684879,0.478915885384884,0.882783551948115,5.26880872732461,5.40037223232187,-20.2705507238237
2.17696236772701,-1.50946293511648,2.30492075072346,-1.02479220286817,6.400533243237,-19.8290834129766
0.154837041083602,0.0598379380185866,3.44403640792628,0.579464212725736,-1.46792228207137,-19.3586140494402
5.0728523887603,5.25190742324487,4.68579952275842,1.54887076567287,0.524663150557108,-18.8295457080796
-3.26298044404261,-3.24162491397984,7.02111204214756,2.37178355360421,1.40283122824848,-18.1823188007691
1.65503490363409,1.58889925561076,-2.28003993293371,3.18676085828367,2.05572063791451,-17.2364996643901
-0.367090423009318,4.56329319689749,1.28768513995533,4.1219493235404,2.61588305193958,-25.5788355262397
4.09880532156648,-4.24681268580952,2.58614217452107,5.54644964667139,3.13571806742204,-23.5350263857724
-1.55032521778784,-2.00717698062197,3.71938783234061,-0.688482488209361,3.64681472845448,-22.6918715285397
2.7363126713446,2.49669353206293,5.05306757768405,0.736017834921633,4.17707964379938,-22.0804767015845
0.656974151293022,-2.98724412687611,-0.615616730905164,1.67120630017836,4.76285955389555,-21.5685753113467
6.79541134359006,2.9557511071011,1.58415079033568,2.48618360485782,5.47356894942257,-21.1068821281462
-5.9062138554737,-0.888208098361057,2.81416918910496,3.30909639278916,6.52670063844175,-20.6691644949418
1.02882163235814,-1.61278234957951,3.95600038632137,4.27850294573629,-1.09255681995627,-20.2371493646769
